	gene_curie	phenotypes	total_phenotypes	homologs	total_homologs	ortholog_phenotypes	total_ortholog_phenotypes
25	HGNC:33293	['not found']	0	[['Gm6268', 'MGI:3644556', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000038497', 'ENSEMBL:ENSBTAG00000038497', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000061723', 'ENSEMBL:ENSMMUG00000061723', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000028209', 'ENSEMBL:ENSPTRG00000028209', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000049471', 'ENSEMBL:ENSBTAG00000049471', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000012619', 'ENSEMBL:ENSMMUG00000012619', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSRNOG00000056845', 'ENSEMBL:ENSRNOG00000056845', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000041982', 'ENSEMBL:ENSSSCG00000041982', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000050519', 'ENSEMBL:ENSSSCG00000050519', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']]]	9	['not found']	0
26	HGNC:30219	['not found']	0	[['lrrc30a', 'ZFIN:ZDB-GENE-050506-25', 'Danio rerio', ['https://archive.monarchinitiative.org/#zfin']], ['lrrc30b', 'ZFIN:ZDB-GENE-130530-965', 'organism', ['https://archive.monarchinitiative.org/#zfin']], ['rsu1', 'ZFIN:ZDB-GENE-030616-518', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['Lrrc30', 'MGI:2685172', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ics', 'FlyBase:FBgn0028546', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#panther']], ['rsu-1', 'WormBase:WBGene00007924', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['Lrrc30', 'RGD:1563832', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['LRRC30', 'ENSEMBL:ENSSSCG00000023672', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000002893', 'ENSEMBL:ENSECAG00000002893', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000042652', 'ENSEMBL:ENSGALG00000042652', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['LRRC30', 'ENSEMBL:ENSCAFG00000024388', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000024716', 'ENSEMBL:ENSMODG00000024716', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000046046', 'ENSEMBL:ENSBTAG00000046046', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000014739', 'ENSEMBL:ENSOANG00000014739', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000029358', 'ENSEMBL:ENSPTRG00000029358', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000003109', 'ENSEMBL:ENSFCAG00000003109', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000010004', 'ENSEMBL:ENSACAG00000010004', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['EnsemblGenome:AT2G30105', 'EnsemblGenome:AT2G30105', 'Arabidopsis thaliana', ['https://archive.monarchinitiative.org/#panther']], ['DDB0186020', 'dictyBase:DDB_G0284461', 'Dictyostelium discoideum', ['https://archive.monarchinitiative.org/#panther']]]	19	[['viable', 'FBcv:0000349', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['visible', 'FBcv:0000354', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['learning process quality, abnormal', 'ZP:0012600', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['fertile', 'FBcv:0000374', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['chemical resistant', 'FBcv:0000439', 'Drosophila melanogaster', ['https://archive.monarchinitiative.org/#flybase']], ['postsynaptic region morphology variant', 'WBPhenotype:0001685', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['Abnormality of the lymph nodes', 'HP:0002733', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim', 'https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['Decreased body weight', 'HP:0004325', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['Abnormal heart morphology', 'HP:0001627', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim', 'https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['Abnormality of the spleen', 'HP:0001743', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['Cardiomegaly', 'HP:0001640', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim', 'https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['Behavioral abnormality', 'HP:0000708', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['increased thigmotaxis', 'MP:0002797', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['enlarged lymph nodes', 'MP:0000702', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim', 'https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['small thymus', 'MP:0000706', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['small spleen', 'MP:0000692', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']], ['abnormal thymus morphology', 'MP:0000703', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgi', 'https://archive.monarchinitiative.org/#impc']]]	17
27	HGNC:34517	['not found']	0	[['Rnf222', 'MGI:2443227', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Rnf222', 'RGD:1310573', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['RNF222', 'ENSEMBL:ENSSSCG00000017985', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000008756', 'ENSEMBL:ENSMMUG00000008756', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000007992', 'ENSEMBL:ENSMODG00000007992', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000008743', 'ENSEMBL:ENSPTRG00000008743', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000017555', 'ENSEMBL:ENSACAG00000017555', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000017068', 'ENSEMBL:ENSCAFG00000017068', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000003151', 'ENSEMBL:ENSECAG00000003151', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['RNF222', 'ENSEMBL:ENSBTAG00000039299', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000041065', 'ENSEMBL:ENSOANG00000041065', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']]]	11	['not found']	0
28	HGNC:19847	[['monocyte count', 'EFO:0005091', ['https://archive.monarchinitiative.org/#gwascatalog']], ['tonsillectomy risk measurement', 'EFO:0007924', ['https://archive.monarchinitiative.org/#gwascatalog']]]	2	[['ccdc175', 'ZFIN:ZDB-GENE-101202-3', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther', 'https://archive.monarchinitiative.org/#zfin']], ['Ccdc175', 'MGI:1921186', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Ccdc175', 'RGD:1560894', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000018680', 'ENSEMBL:ENSECAG00000018680', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000015570', 'ENSEMBL:ENSCAFG00000015570', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000006401', 'ENSEMBL:ENSPTRG00000006401', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000008719', 'ENSEMBL:ENSFCAG00000008719', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000011965', 'ENSEMBL:ENSMMUG00000011965', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSOANG00000036881', 'ENSEMBL:ENSOANG00000036881', 'Ornithorhynchus anatinus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000027678', 'ENSEMBL:ENSSSCG00000027678', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSXETG00000040283', 'ENSEMBL:ENSXETG00000040283', 'Xenopus tropicalis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000025738', 'ENSEMBL:ENSMODG00000025738', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']]]	12	['not found']	0
29	HGNC:16217	[['body height', 'EFO:0004339', ['https://archive.monarchinitiative.org/#gwascatalog']]]	1	[['Ankrd60', 'MGI:1917315', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000007511', 'ENSEMBL:ENSSSCG00000007511', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000019946', 'ENSEMBL:ENSMMUG00000019946', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000013668', 'ENSEMBL:ENSPTRG00000013668', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000041149', 'ENSEMBL:ENSFCAG00000041149', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000023255', 'ENSEMBL:ENSMODG00000023255', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSXETG00000037038', 'ENSEMBL:ENSXETG00000037038', 'Xenopus tropicalis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000014504', 'ENSEMBL:ENSACAG00000014504', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']]]	8	['not found']	0
30	HGNC:34549	[['interleukin-6 measurement', 'EFO:0004810', ['https://archive.monarchinitiative.org/#gwascatalog']], ['facial hair thickness measurement', 'EFO:0007823', ['https://archive.monarchinitiative.org/#gwascatalog']], ['decreased susceptibility to hepatitis C infection', 'EFO:0010101', ['https://archive.monarchinitiative.org/#gwascatalog']]]	3	[['zgc:92242', 'ZFIN:ZDB-GENE-040718-371', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['zgc:100829', 'ZFIN:ZDB-GENE-040801-54', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['si:ch211-112g6.4', 'ZFIN:ZDB-GENE-160728-119', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['Sh2d7', 'MGI:2441692', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Sh2d7', 'RGD:1309791', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000001764', 'ENSEMBL:ENSSSCG00000001764', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000042955', 'ENSEMBL:ENSMMUG00000042955', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000007334', 'ENSEMBL:ENSPTRG00000007334', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000047166', 'ENSEMBL:ENSBTAG00000047166', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000010513', 'ENSEMBL:ENSFCAG00000010513', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000009800', 'ENSEMBL:ENSECAG00000009800', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000008427', 'ENSEMBL:ENSACAG00000008427', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']]]	12	['not found']	0
31	HGNC:32545	['not found']	0	[['Tmem253', 'MGI:3588246', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Tmem253', 'RGD:1597322', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['TMEM253', 'ENSEMBL:ENSCAFG00000024620', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['TMEM253', 'ENSEMBL:ENSSSCG00000030437', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000029446', 'ENSEMBL:ENSMMUG00000029446', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000039935', 'ENSEMBL:ENSPTRG00000039935', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000032908', 'ENSEMBL:ENSBTAG00000032908', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000025544', 'ENSEMBL:ENSFCAG00000025544', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000016663', 'ENSEMBL:ENSECAG00000016663', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000037508', 'ENSEMBL:ENSMODG00000037508', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']]]	10	['not found']	0
32	HGNC:31952	['not found']	0	[['si:ch211-63p21.8', 'ZFIN:ZDB-GENE-130530-652', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['ZFIN:ZDB-GENE-131016-4', 'ZFIN:ZDB-GENE-131016-4', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther']], ['Klhl33', 'MGI:3644593', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['Klhl33', 'RGD:2324282', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000055905', 'ENSEMBL:ENSMMUG00000055905', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000002140', 'ENSEMBL:ENSSSCG00000002140', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000007153', 'ENSEMBL:ENSMODG00000007153', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000006091', 'ENSEMBL:ENSPTRG00000006091', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000040864', 'ENSEMBL:ENSECAG00000040864', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000001183', 'ENSEMBL:ENSBTAG00000001183', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['DG1106', 'dictyBase:DDB_G0271500', 'Dictyostelium discoideum', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000027742', 'ENSEMBL:ENSGALG00000027742', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000027766', 'ENSEMBL:ENSACAG00000027766', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']]]	13	['not found']	0
33	HGNC:33733	['not found']	0	[['Tmem202', 'MGI:1921143', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['K10D6.2', 'WormBase:WBGene00010742', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['D1069.1', 'WormBase:WBGene00017036', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['Tmem202', 'RGD:1585107', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['F23G4.1', 'WormBase:WBGene00044574', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['nsy-4', 'WormBase:WBGene00021415', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['clc-1', 'WormBase:WBGene00000522', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#panther']], ['TMEM202', 'ENSEMBL:ENSSSCG00000001926', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000010452', 'ENSEMBL:ENSECAG00000010452', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000027416', 'ENSEMBL:ENSMODG00000027416', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000032219', 'ENSEMBL:ENSECAG00000032219', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000000656', 'ENSEMBL:ENSFCAG00000000656', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000025724', 'ENSEMBL:ENSMODG00000025724', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000017854', 'ENSEMBL:ENSMMUG00000017854', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000007252', 'ENSEMBL:ENSPTRG00000007252', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']]]	15	[['embryonic lethal', 'WBPhenotype:0000050', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['loss of asymmetry AWC', 'WBPhenotype:0001661', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['reproductive system phenotype', 'MP:0005389', 'Mus musculus', ['https://archive.monarchinitiative.org/#mgislim']], ['dauer constitutive', 'WBPhenotype:0000012', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['molt defect', 'WBPhenotype:0000638', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['transgene expression increased', 'WBPhenotype:0001236', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['pathogen induced death increased', 'WBPhenotype:0001271', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['locomotion variant', 'WBPhenotype:0000643', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['dumpy', 'WBPhenotype:0000583', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['no induction of antimicrobial peptide expression after infection', 'WBPhenotype:0002460', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['loss of left right asymmetry', 'WBPhenotype:0001512', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']], ['abnormal oviposition', 'FBcv:0006004', 'Caenorhabditis elegans', ['https://archive.monarchinitiative.org/#wormbase']]]	12
34	HGNC:22933	['not found']	0	['not found']	0	['not found']	0
35	HGNC:27114	['not found']	0	['not found']	0	['not found']	0
36	HGNC:12174	['not found']	0	['not found']	0	['not found']	0
37	HGNC:12073	['not found']	0	['not found']	0	['not found']	0
38	HGNC:48609	[['BMI-adjusted waist circumference', 'EFO:0007789', ['https://archive.monarchinitiative.org/#gwascatalog']]]	1	['not found']	0	['not found']	0
39	HGNC:40593	['not found']	0	['not found']	0	['not found']	0
40	HGNC:37215	[['diastolic blood pressure', 'EFO:0006336', ['https://archive.monarchinitiative.org/#gwascatalog']], ['systolic blood pressure', 'EFO:0006335', ['https://archive.monarchinitiative.org/#gwascatalog']], ['mean arterial pressure', 'EFO:0006340', ['https://archive.monarchinitiative.org/#gwascatalog']], ['heel bone mineral density', 'EFO:0009270', ['https://archive.monarchinitiative.org/#gwascatalog']], ['alcohol drinking', 'EFO:0004329', ['https://archive.monarchinitiative.org/#gwascatalog']], ['smoking status measurement', 'EFO:0006527', ['https://archive.monarchinitiative.org/#gwascatalog']], ['Agents acting on the renin-angiotensin system use measurement', 'EFO:0009931', ['https://archive.monarchinitiative.org/#gwascatalog']]]	7	[['Lrrc10b', 'RGD:1564983', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000031111', 'ENSEMBL:ENSMMUG00000031111', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSBTAG00000047786', 'ENSEMBL:ENSBTAG00000047786', 'Bos taurus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000025401', 'ENSEMBL:ENSCAFG00000025401', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000045510', 'ENSEMBL:ENSFCAG00000045510', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000045169', 'ENSEMBL:ENSGALG00000045169', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000051448', 'ENSEMBL:ENSPTRG00000051448', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['dictyBase:DDB_G0291532', 'dictyBase:DDB_G0291532', 'Dictyostelium discoideum', ['https://archive.monarchinitiative.org/#panther']]]	8	['not found']	0
41	HGNC:27613	['not found']	0	['not found']	0	['not found']	0
42	HGNC:24158	['not found']	0	['not found']	0	['not found']	0
43	HGNC:32525	[['total cholesterol measurement', 'EFO:0004574', ['https://archive.monarchinitiative.org/#gwascatalog']], ['body mass index', 'EFO:0004340', ['https://archive.monarchinitiative.org/#gwascatalog']], ['low density lipoprotein cholesterol measurement', 'EFO:0004611', ['https://archive.monarchinitiative.org/#gwascatalog']], ['self reported educational attainment', 'EFO:0004784', ['https://archive.monarchinitiative.org/#gwascatalog']], ['grip strength measurement', 'EFO:0006941', ['https://archive.monarchinitiative.org/#gwascatalog']], ['body fat distribution', 'EFO:0004341', ['https://archive.monarchinitiative.org/#gwascatalog']], ['diastolic blood pressure', 'EFO:0006336', ['https://archive.monarchinitiative.org/#gwascatalog']], ['asparagine measurement', 'EFO:0009766', ['https://archive.monarchinitiative.org/#gwascatalog']], ['testosterone measurement', 'EFO:0004908', ['https://archive.monarchinitiative.org/#gwascatalog']]]	9	[['ankdd1b', 'ZFIN:ZDB-GENE-060526-136', 'Danio rerio', ['https://archive.monarchinitiative.org/#panther', 'https://archive.monarchinitiative.org/#zfin']], ['Ankdd1b', 'MGI:2444730', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000061069', 'ENSEMBL:ENSMMUG00000061069', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000016998', 'ENSEMBL:ENSPTRG00000016998', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSACAG00000008414', 'ENSEMBL:ENSACAG00000008414', 'Anolis carolinensis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000014521', 'ENSEMBL:ENSECAG00000014521', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMODG00000002967', 'ENSEMBL:ENSMODG00000002967', 'Monodelphis domestica', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000009659', 'ENSEMBL:ENSFCAG00000009659', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ANKDD1B', 'ENSEMBL:ENSSSCG00000014083', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']], ['ANKDD1B', 'ENSEMBL:ENSGALG00000014958', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSXETG00000032144', 'ENSEMBL:ENSXETG00000032144', 'Xenopus tropicalis', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSRNOG00000025377', 'ENSEMBL:ENSRNOG00000025377', 'Rattus norvegicus', ['https://archive.monarchinitiative.org/#panther']]]	12	['not found']	0
44	HGNC:31116	['not found']	0	['not found']	0	['not found']	0
45	HGNC:40031	[['platelet count', 'EFO:0004309', ['https://archive.monarchinitiative.org/#gwascatalog']], ['sex hormone-binding globulin measurement', 'EFO:0004696', ['https://archive.monarchinitiative.org/#gwascatalog']], ['antioxidant measurement', 'EFO:0005119', ['https://archive.monarchinitiative.org/#gwascatalog']], ['mean corpuscular hemoglobin concentration', 'EFO:0004528', ['https://archive.monarchinitiative.org/#gwascatalog']], ['monocyte percentage of leukocytes', 'EFO:0007989', ['https://archive.monarchinitiative.org/#gwascatalog']]]	5	[['4930562C15Rik', 'MGI:1926059', 'Mus musculus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSFCAG00000041527', 'ENSEMBL:ENSFCAG00000041527', 'Felis catus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSMMUG00000018631', 'ENSEMBL:ENSMMUG00000018631', 'Macaca mulatta', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSPTRG00000031302', 'ENSEMBL:ENSPTRG00000031302', 'Pan troglodytes', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSCAFG00000032741', 'ENSEMBL:ENSCAFG00000032741', 'Canis lupus familiaris', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSECAG00000017298', 'ENSEMBL:ENSECAG00000017298', 'Equus caballus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSGALG00000035115', 'ENSEMBL:ENSGALG00000035115', 'Gallus gallus', ['https://archive.monarchinitiative.org/#panther']], ['ENSEMBL:ENSSSCG00000007940', 'ENSEMBL:ENSSSCG00000007940', 'Sus scrofa', ['https://archive.monarchinitiative.org/#panther']]]	8	['not found']	0
